product_id,shop_id,category,cost_price,unit_price,stock,sales_volume,return_rate,profit,demand_score,price_competitiveness_score,cart_abandonment_rate,loyalty_score,shop_performance_index,promotion_suggestion,price_adjustment
PROD_02482,SHOP_044,Books,195.57,451.55,487,573.0,0.232,112647.58,0.947,0.403,0.433,0.681,0.46,NO,STABLE
PROD_02483,SHOP_010,Electronics,29.83,89.44,107,986.0,0.14,50546.9,0.269,0.99,0.326,0.693,0.276,NO,STABLE
PROD_02484,SHOP_017,Clothing,243.98,862.49,85,731.0,0.007,448965.89,0.163,0.526,0.742,0.187,0.862,YES,DECREASE
PROD_02485,SHOP_018,Home & Living,177.39,521.36,405,116.0,0.326,26892.95,0.178,0.966,0.536,0.402,0.286,YES,STABLE
PROD_02486,SHOP_019,Electronics,197.79,362.55,38,91.0,0.059,14108.56,0.485,0.261,0.701,0.116,0.811,YES,DECREASE
PROD_02487,SHOP_013,Clothing,58.17,89.67,381,875.0,0.383,17006.06,0.333,0.942,0.185,0.109,0.628,NO,STABLE
PROD_02488,SHOP_003,Food & Grocery,134.06,382.67,175,866.0,0.119,189676.01,0.494,0.619,0.26,0.886,0.78,NO,STABLE
PROD_02489,SHOP_027,Clothing,264.77,856.98,360,362.0,0.267,157140.55,0.13,0.991,0.395,0.649,0.107,YES,STABLE
PROD_02490,SHOP_018,Clothing,68.55,229.81,107,456.0,0.128,64122.14,0.285,0.638,0.241,0.327,0.295,NO,DECREASE
PROD_02491,SHOP_018,Sports,5.04,15.84,351,377.0,0.316,2784.97,0.38,0.938,0.569,0.559,0.497,YES,STABLE
PROD_02492,SHOP_014,Electronics,80.97,97.95,495,581.0,0.053,9342.51,0.937,0.415,0.657,0.619,0.881,NO,STABLE
PROD_02493,SHOP_047,Beauty,148.83,501.07,252,208.0,0.154,61982.97,0.332,0.67,0.243,0.019,0.192,NO,STABLE
PROD_02494,SHOP_031,Toys,247.28,715.37,279,940.0,0.229,339243.55,0.096,0.129,0.061,0.344,0.61,YES,DECREASE
PROD_02495,SHOP_021,Books,194.77,772.63,306,403.0,0.263,171630.78,0.345,0.625,0.566,0.572,0.857,YES,DECREASE
PROD_02496,SHOP_011,Toys,276.12,922.47,179,167.0,0.261,79767.99,0.94,0.437,0.884,0.353,0.114,NO,STABLE
PROD_02497,SHOP_041,Beauty,139.39,335.17,275,301.0,0.036,56808.31,0.456,0.842,0.328,0.293,0.133,NO,STABLE
PROD_02498,SHOP_045,Sports,120.29,372.08,321,884.0,0.015,219243.62,0.828,0.547,0.589,0.468,0.457,NO,STABLE
PROD_02499,SHOP_002,Clothing,73.27,214.29,12,288.0,0.107,36268.09,0.304,0.571,0.091,0.732,0.183,NO,STABLE
PROD_02500,SHOP_047,Home & Living,69.33,148.69,226,804.0,0.017,62720.75,0.179,0.985,0.533,0.739,0.177,YES,STABLE
PROD_02501,SHOP_035,Clothing,222.15,598.45,263,765.0,0.099,259370.42,0.522,0.901,0.526,0.593,0.292,NO,STABLE
PROD_02502,SHOP_005,Food & Grocery,28.71,50.88,104,994.0,0.027,21441.98,0.717,0.938,0.532,0.769,0.53,NO,STABLE
PROD_02503,SHOP_038,Clothing,76.6,110.76,235,153.0,0.237,3987.8,0.853,0.253,0.463,0.143,0.4,NO,DECREASE
PROD_02504,SHOP_006,Clothing,266.34,866.26,197,393.0,0.047,224687.44,0.279,0.892,0.433,0.158,0.975,NO,STABLE
PROD_02505,SHOP_003,Home & Living,175.19,398.66,277,841.0,0.187,152793.81,0.987,0.485,0.785,0.761,0.503,NO,STABLE
PROD_02506,SHOP_006,Home & Living,18.74,62.14,143,126.0,0.346,3576.33,0.515,0.867,0.061,0.273,0.618,NO,STABLE
PROD_02507,SHOP_023,Beauty,212.76,546.23,449,34.0,0.348,7392.36,0.527,0.558,0.368,0.2,0.438,YES,STABLE
PROD_02508,SHOP_031,Beauty,154.47,535.61,318,14.0,0.253,3985.96,0.866,0.7,0.404,0.115,0.194,YES,INCREASE
PROD_02509,SHOP_021,Beauty,257.08,840.88,313,82.0,0.014,47201.4,0.437,0.326,0.755,0.438,0.478,YES,DECREASE
PROD_02510,SHOP_007,Toys,206.32,689.02,408,792.0,0.242,289782.19,0.77,0.275,0.381,0.543,0.506,NO,STABLE
PROD_02511,SHOP_010,Sports,6.31,15.16,10,348.0,0.114,2728.7,0.589,0.602,0.126,0.283,0.956,NO,STABLE
PROD_02512,SHOP_043,Toys,65.69,255.62,131,136.0,0.256,19217.88,0.179,0.229,0.154,0.358,0.904,YES,DECREASE
PROD_02513,SHOP_049,Toys,81.1,189.35,90,703.0,0.409,44974.95,0.081,0.662,0.152,0.967,0.104,YES,DECREASE
PROD_02514,SHOP_038,Books,212.16,725.76,310,306.0,0.269,114885.13,0.937,0.129,0.563,0.258,0.349,NO,STABLE
PROD_02515,SHOP_006,Food & Grocery,155.25,399.12,171,138.0,0.423,19418.39,0.873,0.28,0.501,0.411,0.619,NO,STABLE
PROD_02516,SHOP_041,Electronics,225.5,419.03,354,987.0,0.094,173058.78,0.984,0.348,0.262,0.366,0.736,NO,STABLE
PROD_02517,SHOP_035,Toys,156.3,462.8,471,584.0,0.121,157337.48,0.69,0.252,0.211,0.569,0.502,NO,STABLE
PROD_02518,SHOP_027,Home & Living,101.58,255.32,185,442.0,0.067,63400.22,0.663,0.206,0.823,0.825,0.741,YES,DECREASE
PROD_02519,SHOP_008,Books,35.58,69.0,165,921.0,0.035,29702.53,0.248,0.787,0.548,0.912,0.747,YES,DECREASE
PROD_02520,SHOP_050,Clothing,64.77,147.1,243,231.0,0.005,18923.14,0.66,0.477,0.767,0.405,0.74,NO,STABLE
PROD_02521,SHOP_023,Electronics,123.23,203.06,244,589.0,0.418,27365.56,0.514,0.329,0.275,0.418,0.327,NO,STABLE
PROD_02522,SHOP_003,Toys,167.68,664.64,179,753.0,0.203,298246.07,0.408,0.374,0.453,0.574,0.108,YES,DECREASE
PROD_02523,SHOP_011,Home & Living,281.9,845.96,173,5.0,0.422,1630.13,0.698,0.814,0.268,0.886,0.274,NO,STABLE
PROD_02524,SHOP_021,Clothing,75.72,127.66,186,271.0,0.389,8600.28,0.131,0.303,0.186,0.08,0.416,YES,DECREASE
PROD_02525,SHOP_004,Books,201.5,673.18,243,95.0,0.335,29798.38,0.529,0.786,0.381,0.973,0.503,NO,STABLE
PROD_02526,SHOP_017,Electronics,50.0,144.26,223,531.0,0.413,29380.56,0.77,0.757,0.053,0.768,0.181,NO,STABLE
PROD_02527,SHOP_024,Home & Living,215.56,694.78,228,680.0,0.119,287091.12,0.838,0.161,0.806,0.458,0.725,YES,STABLE
PROD_02528,SHOP_048,Books,8.35,23.69,147,157.0,0.385,1481.15,0.516,0.915,0.432,0.612,0.229,NO,STABLE
PROD_02529,SHOP_005,Books,198.5,271.81,316,142.0,0.306,7224.55,0.385,0.608,0.155,0.963,0.359,NO,STABLE
PROD_02530,SHOP_029,Home & Living,53.15,94.03,244,460.0,0.27,13727.5,0.594,0.855,0.447,0.2,0.39,NO,STABLE
PROD_02531,SHOP_046,Beauty,58.2,195.11,114,397.0,0.278,39243.06,0.172,0.386,0.79,0.942,0.629,YES,DECREASE
PROD_02532,SHOP_041,Food & Grocery,169.88,562.67,376,108.0,0.408,25113.42,0.137,0.721,0.864,0.187,0.761,YES,DECREASE
PROD_02533,SHOP_047,Clothing,115.75,383.23,440,681.0,0.418,106013.56,0.828,0.642,0.051,0.963,0.378,NO,STABLE
PROD_02534,SHOP_009,Electronics,144.04,178.98,197,773.0,0.08,24847.93,0.17,0.343,0.879,0.014,0.854,YES,DECREASE
PROD_02535,SHOP_041,Clothing,96.12,332.04,261,428.0,0.036,97338.7,0.446,0.866,0.325,0.709,0.42,NO,STABLE
PROD_02536,SHOP_049,Food & Grocery,286.27,695.51,472,365.0,0.123,130999.77,0.441,0.832,0.651,0.031,0.826,NO,STABLE
PROD_02537,SHOP_017,Home & Living,90.74,285.13,157,160.0,0.365,19750.02,0.984,0.703,0.69,0.462,0.244,NO,STABLE
PROD_02538,SHOP_025,Electronics,164.9,323.5,108,318.0,0.044,48215.67,0.72,0.881,0.82,0.007,0.423,NO,STABLE
PROD_02539,SHOP_027,Clothing,257.03,862.25,173,507.0,0.298,215406.27,0.778,0.297,0.398,0.043,0.625,NO,STABLE
PROD_02540,SHOP_025,Electronics,200.93,793.75,224,993.0,0.18,482709.61,0.686,0.739,0.701,0.791,0.554,NO,STABLE
PROD_02541,SHOP_015,Food & Grocery,100.22,191.41,221,185.0,0.411,9936.52,0.309,0.359,0.632,0.92,0.425,YES,DECREASE
PROD_02542,SHOP_049,Home & Living,167.97,570.38,300,829.0,0.369,210500.27,0.393,0.946,0.327,0.712,0.291,NO,STABLE
PROD_02543,SHOP_048,Electronics,29.48,85.31,138,502.0,0.229,21608.55,0.224,0.608,0.752,0.841,0.554,YES,DECREASE
PROD_02544,SHOP_020,Clothing,165.98,326.1,271,553.0,0.171,73404.93,0.565,0.864,0.808,0.156,0.183,NO,STABLE
PROD_02545,SHOP_041,Sports,132.26,267.72,53,300.0,0.376,25358.11,0.124,0.262,0.532,0.599,0.456,YES,DECREASE
PROD_02546,SHOP_020,Sports,228.59,742.59,473,944.0,0.11,431842.24,0.909,0.386,0.746,0.498,0.164,NO,STABLE
PROD_02547,SHOP_040,Food & Grocery,255.13,509.28,147,64.0,0.245,12280.53,0.237,0.787,0.581,0.857,0.49,YES,DECREASE
PROD_02548,SHOP_030,Electronics,63.89,85.22,162,211.0,0.419,2614.87,0.253,0.423,0.721,0.556,0.967,YES,DECREASE
PROD_02549,SHOP_024,Electronics,29.05,105.95,80,317.0,0.272,17746.67,0.51,0.181,0.575,0.916,0.537,NO,DECREASE
PROD_02550,SHOP_007,Electronics,120.21,342.49,188,573.0,0.419,73999.9,0.354,0.691,0.639,0.909,0.629,YES,DECREASE
PROD_02551,SHOP_033,Home & Living,162.57,540.34,487,423.0,0.199,127997.16,0.208,0.199,0.082,0.343,0.552,NO,DECREASE
PROD_02552,SHOP_017,Books,116.16,335.59,297,929.0,0.283,146160.79,0.986,0.6,0.132,0.746,0.296,NO,STABLE
PROD_02553,SHOP_011,Books,190.43,503.89,333,184.0,0.423,33279.42,0.316,0.853,0.401,0.885,0.197,NO,STABLE
PROD_02554,SHOP_010,Clothing,154.17,517.39,298,569.0,0.332,138057.02,0.753,0.625,0.721,0.366,0.4,NO,STABLE
PROD_02555,SHOP_050,Books,281.3,362.89,167,484.0,0.408,23377.82,0.74,0.551,0.104,0.775,0.563,NO,STABLE
PROD_02556,SHOP_006,Books,125.77,260.76,393,307.0,0.374,25942.65,0.282,0.306,0.062,0.001,0.727,NO,DECREASE
PROD_02557,SHOP_040,Clothing,29.34,86.76,171,23.0,0.035,1274.44,0.314,0.247,0.235,0.427,0.683,YES,DECREASE
PROD_02558,SHOP_044,Books,94.07,361.52,397,811.0,0.116,191741.32,0.558,0.117,0.781,0.637,0.575,YES,DECREASE
PROD_02559,SHOP_002,Home & Living,183.74,423.01,492,200.0,0.334,31870.76,0.868,0.821,0.804,0.365,0.42,NO,STABLE
PROD_02560,SHOP_030,Electronics,80.53,316.55,5,138.0,0.401,19509.89,0.753,0.127,0.3,0.884,0.334,NO,STABLE
PROD_02561,SHOP_029,Home & Living,84.35,279.6,83,570.0,0.361,71115.91,0.338,0.873,0.63,0.652,0.769,YES,STABLE
PROD_02562,SHOP_018,Food & Grocery,105.17,268.99,382,152.0,0.141,21389.65,0.091,0.457,0.648,0.536,0.902,YES,DECREASE
PROD_02563,SHOP_034,Books,225.11,540.63,60,639.0,0.279,145366.06,0.627,0.919,0.051,0.866,0.669,NO,STABLE
PROD_02564,SHOP_021,Beauty,282.34,441.14,358,731.0,0.298,81490.13,0.502,0.24,0.368,0.75,0.19,NO,DECREASE
PROD_02565,SHOP_022,Food & Grocery,108.36,316.69,123,229.0,0.197,38309.18,0.377,0.829,0.178,0.243,0.816,NO,STABLE
PROD_02566,SHOP_022,Home & Living,62.67,84.39,292,69.0,0.264,1103.03,0.664,0.879,0.344,0.802,0.631,NO,STABLE
PROD_02567,SHOP_041,Home & Living,129.09,310.0,326,96.0,0.444,9656.25,0.954,0.476,0.275,0.514,0.688,NO,STABLE
PROD_02568,SHOP_032,Electronics,108.79,202.96,158,50.0,0.245,3554.92,0.908,0.984,0.115,0.205,0.723,NO,INCREASE
PROD_02569,SHOP_019,Toys,297.06,1151.88,428,484.0,0.087,377738.12,0.682,0.29,0.888,0.977,0.516,NO,STABLE
PROD_02570,SHOP_047,Food & Grocery,141.84,314.48,453,379.0,0.227,50577.82,0.961,0.2,0.476,0.4,0.559,NO,STABLE
PROD_02571,SHOP_041,Clothing,205.39,527.83,109,777.0,0.079,230743.55,0.426,0.974,0.173,0.036,0.381,NO,STABLE
PROD_02572,SHOP_047,Sports,274.57,618.16,369,397.0,0.31,94119.61,0.146,0.331,0.249,0.921,0.663,YES,DECREASE
PROD_02573,SHOP_037,Food & Grocery,190.57,301.9,336,650.0,0.406,42984.51,0.48,0.126,0.081,0.127,0.545,NO,DECREASE
PROD_02574,SHOP_020,Sports,78.57,171.85,128,469.0,0.304,30448.83,0.677,0.454,0.305,0.456,0.408,NO,STABLE
PROD_02575,SHOP_039,Clothing,184.19,622.78,407,428.0,0.395,113568.49,0.811,0.992,0.105,0.518,0.307,NO,INCREASE
PROD_02576,SHOP_017,Toys,123.55,363.16,152,740.0,0.327,119330.57,0.941,0.857,0.26,0.76,0.665,NO,INCREASE
PROD_02577,SHOP_014,Beauty,129.59,314.22,127,508.0,0.197,75315.01,0.541,0.187,0.42,0.078,0.504,NO,DECREASE
PROD_02578,SHOP_023,Beauty,293.9,1027.94,355,568.0,0.242,316036.52,0.404,0.424,0.621,0.749,0.283,YES,DECREASE
PROD_02579,SHOP_049,Beauty,87.18,105.63,59,450.0,0.24,6309.9,0.318,0.583,0.758,0.701,0.801,YES,DECREASE
PROD_02580,SHOP_029,Toys,143.34,503.77,458,713.0,0.177,211499.96,0.627,0.817,0.097,0.305,0.586,NO,STABLE
PROD_02581,SHOP_020,Sports,52.16,71.29,192,304.0,0.042,5571.27,0.708,0.273,0.26,0.793,0.669,NO,STABLE
PROD_02582,SHOP_024,Books,57.67,209.73,245,49.0,0.316,5096.44,0.651,0.182,0.165,0.182,0.606,NO,STABLE
PROD_02583,SHOP_015,Toys,183.03,705.25,339,423.0,0.021,216260.18,0.235,0.76,0.346,0.966,0.663,NO,STABLE
PROD_02584,SHOP_033,Toys,226.55,791.49,439,315.0,0.092,161584.14,0.474,0.119,0.2,0.934,0.18,NO,STABLE
PROD_02585,SHOP_018,Food & Grocery,192.76,241.89,385,896.0,0.204,35040.3,0.121,0.564,0.25,0.661,0.357,NO,DECREASE
PROD_02586,SHOP_028,Toys,102.14,273.06,191,966.0,0.444,91800.45,0.544,0.736,0.83,0.342,0.796,NO,STABLE
PROD_02587,SHOP_019,Toys,22.59,79.53,374,217.0,0.138,10650.85,0.253,0.7,0.595,0.423,0.818,YES,STABLE
PROD_02588,SHOP_017,Toys,143.73,391.81,197,427.0,0.358,68007.16,0.895,0.559,0.787,0.763,0.146,NO,STABLE
PROD_02589,SHOP_049,Books,153.76,339.47,258,432.0,0.189,65063.87,0.818,0.803,0.512,0.208,0.76,NO,STABLE
PROD_02590,SHOP_018,Clothing,232.34,585.02,342,222.0,0.1,70465.46,0.745,0.631,0.747,0.312,0.304,NO,STABLE
PROD_02591,SHOP_004,Electronics,193.89,276.48,275,9.0,0.012,734.39,0.157,0.841,0.347,0.442,0.851,YES,DECREASE
PROD_02592,SHOP_019,Food & Grocery,262.02,678.55,25,992.0,0.04,396669.85,0.474,0.623,0.258,0.783,0.448,NO,STABLE
PROD_02593,SHOP_027,Beauty,235.98,301.58,22,652.0,0.188,34730.21,0.221,0.489,0.516,0.145,0.369,YES,DECREASE
PROD_02594,SHOP_005,Food & Grocery,112.93,339.19,69,411.0,0.18,76254.15,0.092,0.638,0.851,0.116,0.362,YES,DECREASE
PROD_02595,SHOP_016,Toys,191.51,439.18,41,183.0,0.282,32542.35,0.432,0.483,0.76,0.904,0.716,YES,DECREASE
PROD_02596,SHOP_009,Books,225.45,391.33,364,478.0,0.028,77070.5,0.348,0.289,0.257,0.966,0.713,NO,DECREASE
PROD_02597,SHOP_026,Food & Grocery,287.28,358.72,96,272.0,0.128,16944.42,0.922,0.524,0.862,0.536,0.641,NO,STABLE
PROD_02598,SHOP_037,Beauty,129.59,490.1,121,223.0,0.011,79509.4,0.93,0.953,0.496,0.711,0.956,NO,INCREASE
PROD_02599,SHOP_049,Home & Living,196.24,541.17,157,957.0,0.392,200699.59,0.938,0.629,0.408,0.194,0.377,NO,STABLE
PROD_02600,SHOP_020,Toys,120.84,363.91,87,656.0,0.179,130911.67,0.064,0.756,0.295,0.866,0.652,YES,DECREASE
PROD_02601,SHOP_044,Food & Grocery,222.66,753.08,433,308.0,0.263,120403.22,0.543,0.692,0.583,0.867,0.497,YES,STABLE
PROD_02602,SHOP_011,Clothing,274.04,809.64,44,207.0,0.32,75391.06,0.067,0.515,0.542,0.153,0.61,YES,DECREASE
PROD_02603,SHOP_040,Toys,276.17,650.85,95,768.0,0.121,252935.98,0.624,0.466,0.751,0.741,0.232,NO,STABLE
PROD_02604,SHOP_029,Home & Living,51.34,151.83,112,609.0,0.061,57465.31,0.533,0.279,0.828,0.208,0.924,YES,DECREASE
PROD_02605,SHOP_038,Food & Grocery,65.21,124.36,42,854.0,0.261,37329.92,0.459,0.114,0.684,0.45,0.885,YES,DECREASE
PROD_02606,SHOP_038,Sports,227.7,631.14,125,757.0,0.407,181104.62,0.1,0.877,0.207,0.331,0.961,NO,STABLE
PROD_02607,SHOP_027,Sports,191.15,339.41,93,402.0,0.402,35641.11,0.15,0.35,0.163,0.871,0.764,YES,DECREASE
PROD_02608,SHOP_013,Clothing,272.01,1025.15,170,652.0,0.139,422791.71,0.347,0.633,0.506,0.465,0.733,NO,STABLE
PROD_02609,SHOP_027,Beauty,97.57,256.3,76,380.0,0.12,53079.31,0.28,0.516,0.181,0.822,0.148,NO,STABLE
PROD_02610,SHOP_042,Books,255.17,473.28,469,90.0,0.159,16508.75,0.22,0.198,0.575,0.608,0.498,YES,DECREASE
PROD_02611,SHOP_049,Food & Grocery,206.71,618.26,393,31.0,0.11,11354.66,0.859,0.132,0.187,0.487,0.132,YES,STABLE
PROD_02612,SHOP_047,Electronics,62.66,91.04,322,79.0,0.434,1268.98,0.077,0.947,0.247,0.672,0.935,YES,DECREASE
PROD_02613,SHOP_010,Electronics,42.32,102.21,296,919.0,0.016,54158.29,0.257,0.426,0.121,0.003,0.631,YES,DECREASE
PROD_02614,SHOP_030,Books,212.3,769.52,346,842.0,0.086,428829.83,0.921,0.383,0.762,0.542,0.155,NO,STABLE
PROD_02615,SHOP_006,Home & Living,51.75,173.36,470,391.0,0.013,46931.37,0.878,0.176,0.551,0.191,0.639,NO,STABLE
PROD_02616,SHOP_034,Food & Grocery,239.33,758.59,66,904.0,0.384,289157.2,0.387,0.103,0.345,0.784,0.681,YES,DECREASE
PROD_02617,SHOP_050,Electronics,169.34,426.35,265,737.0,0.212,149260.1,0.814,0.751,0.387,0.866,0.983,NO,STABLE
PROD_02618,SHOP_003,Beauty,145.68,357.1,96,135.0,0.103,25601.9,0.195,0.898,0.164,0.747,0.691,NO,STABLE
PROD_02619,SHOP_033,Electronics,86.28,106.27,226,225.0,0.178,3697.15,0.658,0.329,0.771,0.939,0.827,YES,DECREASE
PROD_02620,SHOP_048,Books,295.23,850.29,449,375.0,0.048,198156.42,0.889,0.503,0.309,0.144,0.798,NO,STABLE
PROD_02621,SHOP_043,Food & Grocery,218.04,613.92,315,804.0,0.048,303009.72,0.498,0.659,0.111,0.218,0.75,NO,STABLE
PROD_02622,SHOP_020,Clothing,234.53,284.9,317,654.0,0.426,18908.7,0.209,0.25,0.355,0.712,0.197,YES,DECREASE
PROD_02623,SHOP_006,Beauty,231.77,367.06,47,393.0,0.313,36527.08,0.6,0.433,0.257,0.137,0.401,NO,STABLE
PROD_02624,SHOP_047,Food & Grocery,177.28,218.91,404,835.0,0.287,24784.63,0.761,0.541,0.396,0.51,0.778,NO,STABLE
PROD_02625,SHOP_047,Electronics,282.21,538.71,357,325.0,0.213,65606.29,0.872,0.68,0.781,0.684,0.904,NO,STABLE
PROD_02626,SHOP_029,Toys,177.23,214.59,178,908.0,0.22,26459.85,0.41,0.984,0.683,0.21,0.247,NO,DECREASE
PROD_02627,SHOP_049,Toys,158.41,375.22,166,721.0,0.347,102076.97,0.32,0.547,0.257,0.402,0.1,NO,DECREASE
PROD_02628,SHOP_001,Clothing,85.74,217.26,288,698.0,0.024,89597.74,0.701,0.331,0.323,0.811,0.866,NO,STABLE
PROD_02629,SHOP_031,Clothing,88.11,213.56,379,87.0,0.3,7639.9,0.287,0.688,0.418,0.363,0.312,YES,DECREASE
PROD_02630,SHOP_002,Books,222.38,391.01,251,147.0,0.248,18641.03,0.281,0.203,0.187,0.691,0.574,NO,DECREASE
PROD_02631,SHOP_047,Electronics,103.76,276.62,428,983.0,0.138,146472.23,0.223,0.105,0.292,0.953,0.992,YES,DECREASE
PROD_02632,SHOP_035,Sports,219.97,765.38,102,768.0,0.097,378244.02,0.399,0.439,0.312,0.764,0.772,NO,DECREASE
PROD_02633,SHOP_046,Electronics,286.05,576.51,345,257.0,0.388,45684.71,0.467,0.163,0.211,0.794,0.246,NO,DECREASE
PROD_02634,SHOP_029,Sports,134.6,279.32,412,859.0,0.419,72226.71,0.739,0.53,0.282,0.315,0.934,NO,STABLE
PROD_02635,SHOP_005,Beauty,33.71,91.69,353,307.0,0.043,17034.47,0.152,0.394,0.411,0.168,0.294,YES,DECREASE
PROD_02636,SHOP_002,Books,201.63,373.93,166,351.0,0.076,55881.03,0.455,0.905,0.771,0.742,0.843,NO,STABLE
PROD_02637,SHOP_017,Toys,7.81,16.76,231,304.0,0.3,1904.56,0.675,0.26,0.628,0.445,0.11,YES,STABLE
PROD_02638,SHOP_038,Home & Living,237.17,585.06,233,494.0,0.348,112051.19,0.568,0.724,0.107,0.694,0.312,NO,STABLE
PROD_02639,SHOP_008,Books,160.07,365.22,154,761.0,0.221,121616.82,0.799,0.668,0.482,0.306,0.2,NO,STABLE
PROD_02640,SHOP_043,Sports,149.47,521.81,66,166.0,0.417,36034.32,0.898,0.996,0.25,0.209,0.602,NO,INCREASE
PROD_02641,SHOP_012,Toys,172.99,618.82,93,967.0,0.393,261688.39,0.252,0.612,0.051,0.502,0.643,NO,STABLE
PROD_02642,SHOP_025,Clothing,157.34,366.3,319,304.0,0.057,59902.98,0.913,0.827,0.531,0.116,0.736,NO,STABLE
PROD_02643,SHOP_011,Clothing,100.51,246.63,112,968.0,0.064,132391.73,0.891,0.416,0.219,0.565,0.364,NO,STABLE
PROD_02644,SHOP_024,Home & Living,88.05,341.57,395,869.0,0.039,211716.83,0.396,0.165,0.6,0.244,0.954,YES,DECREASE
PROD_02645,SHOP_023,Books,127.51,332.63,396,547.0,0.394,67993.59,0.823,0.464,0.272,0.15,0.112,NO,STABLE
PROD_02646,SHOP_001,Food & Grocery,269.0,1070.75,205,88.0,0.251,52844.95,0.539,0.705,0.256,0.48,0.387,NO,STABLE
PROD_02647,SHOP_029,Beauty,44.93,149.88,182,573.0,0.424,34638.54,0.82,0.329,0.552,0.59,0.153,NO,STABLE
PROD_02648,SHOP_040,Electronics,100.81,195.56,489,762.0,0.328,48518.06,0.761,0.225,0.552,0.794,0.43,NO,STABLE
PROD_02649,SHOP_047,Sports,61.73,113.67,6,982.0,0.329,34224.41,0.964,0.194,0.771,0.285,0.951,NO,STABLE
PROD_02650,SHOP_017,Sports,131.01,215.56,128,97.0,0.056,7742.07,0.26,0.576,0.219,0.575,0.371,NO,DECREASE
PROD_02651,SHOP_045,Beauty,44.38,153.43,345,744.0,0.049,77157.67,0.749,0.401,0.889,0.581,0.375,YES,STABLE
PROD_02652,SHOP_044,Clothing,229.43,472.45,436,292.0,0.419,41228.83,0.063,0.788,0.364,0.166,0.364,YES,DECREASE
PROD_02653,SHOP_050,Food & Grocery,35.52,109.84,229,749.0,0.217,43586.23,0.926,0.675,0.874,0.02,0.843,NO,STABLE
PROD_02654,SHOP_019,Food & Grocery,201.25,545.87,360,582.0,0.447,110914.57,0.239,0.944,0.182,0.606,0.63,NO,STABLE
PROD_02655,SHOP_043,Books,83.97,294.97,108,866.0,0.145,156230.73,0.405,0.982,0.86,0.538,0.475,YES,STABLE
PROD_02656,SHOP_029,Sports,144.3,476.52,463,3.0,0.28,717.6,0.851,0.101,0.869,0.947,0.43,YES,DECREASE
PROD_02657,SHOP_003,Beauty,64.0,88.22,291,505.0,0.258,9075.48,0.504,0.312,0.297,0.598,0.715,NO,DECREASE
PROD_02658,SHOP_014,Home & Living,220.42,473.37,370,675.0,0.031,165448.27,0.681,0.318,0.223,0.2,0.984,NO,STABLE
PROD_02659,SHOP_034,Electronics,284.74,756.35,88,379.0,0.233,137093.73,0.393,0.891,0.563,0.744,0.505,NO,STABLE
PROD_02660,SHOP_009,Clothing,70.41,242.93,247,316.0,0.416,31837.53,0.578,0.219,0.167,0.022,0.302,NO,STABLE
PROD_02661,SHOP_022,Home & Living,286.18,915.57,364,327.0,0.204,163825.18,0.853,0.476,0.301,0.704,0.457,NO,STABLE
PROD_02662,SHOP_039,Home & Living,100.96,276.46,206,748.0,0.213,103312.64,0.898,0.148,0.885,0.813,0.262,NO,DECREASE
PROD_02663,SHOP_008,Electronics,169.56,587.26,480,207.0,0.315,59227.77,0.483,0.53,0.7,0.17,0.695,YES,STABLE
PROD_02664,SHOP_025,Toys,211.97,512.5,414,975.0,0.351,190167.87,0.734,0.135,0.727,0.275,0.12,NO,STABLE
PROD_02665,SHOP_011,Beauty,63.78,86.48,64,209.0,0.373,2974.68,0.494,0.752,0.792,0.096,0.497,NO,DECREASE
PROD_02666,SHOP_027,Sports,136.21,495.46,420,416.0,0.203,119110.06,0.943,0.566,0.636,0.197,0.126,NO,STABLE
PROD_02667,SHOP_013,Home & Living,25.01,66.89,191,993.0,0.2,33269.47,0.741,0.998,0.659,0.252,0.131,NO,STABLE
PROD_02668,SHOP_049,Home & Living,210.63,729.52,294,29.0,0.213,11842.63,0.46,0.988,0.673,0.28,0.441,YES,STABLE
PROD_02669,SHOP_004,Food & Grocery,127.9,293.89,204,336.0,0.436,31455.77,0.523,0.806,0.383,0.457,0.78,NO,STABLE
PROD_02670,SHOP_049,Books,268.04,763.36,351,848.0,0.418,244458.25,0.224,0.363,0.135,0.945,0.701,NO,DECREASE
PROD_02671,SHOP_040,Food & Grocery,85.83,182.57,214,316.0,0.28,22010.28,0.944,0.201,0.569,0.073,0.909,NO,STABLE
PROD_02672,SHOP_043,Home & Living,277.46,651.15,231,274.0,0.128,89285.0,0.292,0.241,0.73,0.341,0.486,YES,DECREASE
PROD_02673,SHOP_043,Beauty,46.61,75.17,291,1.0,0.405,16.99,0.222,0.721,0.249,0.219,0.246,YES,DECREASE
PROD_02674,SHOP_010,Home & Living,184.06,603.07,109,148.0,0.077,57238.44,0.48,0.221,0.205,0.754,0.168,NO,STABLE
PROD_02675,SHOP_047,Sports,95.8,190.14,213,195.0,0.048,17513.28,0.74,0.355,0.863,0.935,0.321,YES,STABLE
PROD_02676,SHOP_030,Beauty,58.63,119.89,24,879.0,0.187,43778.05,0.699,0.183,0.168,0.434,0.552,NO,STABLE
PROD_02677,SHOP_049,Home & Living,32.71,71.69,29,546.0,0.308,14727.89,0.292,0.146,0.516,0.901,0.35,YES,DECREASE
PROD_02678,SHOP_044,Clothing,198.41,478.16,326,232.0,0.024,63344.35,0.302,0.45,0.68,0.857,0.783,YES,DECREASE
