request_id,ride_distance_km,pickup_distance_km,fare_offered,requested_seats,available_seats,passenger_rating,time_of_day,is_weekend,has_luggage,has_pets,passenger_gender,driver_gender,driver_decision
REQ_04613,98.1,11.4,49.27,2,4,4.5,night,0,0,0,OTHER,MALE,ACCEPT
REQ_04614,295.4,2.6,150.0,4,4,4.8,evening,0,1,1,FEMALE,MALE,REJECT
REQ_04615,23.1,8.4,31.82,4,4,2.0,evening,0,1,0,MALE,MALE,ACCEPT
REQ_04616,459.7,2.3,150.0,1,4,4.4,morning,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_04617,108.4,7.6,22.75,1,4,2.1,evening,0,1,0,MALE,MALE,REJECT
REQ_04618,123.5,2.1,150.0,4,4,3.8,night,0,0,1,FEMALE,OTHER,ACCEPT
REQ_04619,81.5,6.4,125.2,3,4,3.3,morning,0,1,0,MALE,FEMALE,ACCEPT
REQ_04620,110.1,11.9,106.43,2,4,4.2,night,1,0,0,OTHER,MALE,ACCEPT
REQ_04621,117.9,9.1,54.88,2,4,4.1,afternoon,0,1,0,MALE,MALE,ACCEPT
REQ_04622,138.7,9.5,31.56,1,4,3.5,afternoon,0,0,0,FEMALE,MALE,REJECT
REQ_04623,14.7,9.3,9.19,3,4,3.7,morning,1,0,0,FEMALE,OTHER,REJECT
REQ_04624,71.2,6.1,32.54,2,4,3.1,morning,0,0,0,MALE,FEMALE,REJECT
REQ_04625,76.0,5.5,150.0,4,4,4.4,evening,0,0,0,MALE,OTHER,ACCEPT
REQ_04626,136.3,4.4,126.38,3,4,1.8,afternoon,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04627,73.0,5.8,79.84,3,4,1.6,night,0,1,1,MALE,OTHER,REJECT
REQ_04628,216.9,2.3,115.39,2,4,4.3,evening,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04629,13.9,3.4,15.26,3,4,3.1,morning,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04630,91.5,7.8,45.01,3,4,4.0,evening,0,0,0,FEMALE,OTHER,ACCEPT
REQ_04631,110.8,4.3,77.3,2,4,4.2,morning,0,0,0,MALE,MALE,ACCEPT
REQ_04632,141.9,10.8,66.55,1,4,4.8,evening,1,1,0,MALE,MALE,ACCEPT
REQ_04633,131.4,6.9,105.87,2,4,2.8,evening,1,1,0,MALE,OTHER,REJECT
REQ_04634,151.9,11.1,137.67,2,4,1.1,evening,0,0,0,OTHER,OTHER,ACCEPT
REQ_04635,132.0,1.9,72.34,2,4,3.6,morning,1,0,0,FEMALE,FEMALE,REJECT
REQ_04636,47.0,2.0,21.35,3,4,1.4,night,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04637,9.9,7.1,20.99,4,4,2.2,afternoon,1,0,0,MALE,OTHER,ACCEPT
REQ_04638,65.7,6.1,34.15,1,4,2.1,evening,1,0,0,FEMALE,MALE,ACCEPT
REQ_04639,264.1,4.3,150.0,4,4,2.3,afternoon,0,0,0,MALE,FEMALE,ACCEPT
REQ_04640,96.8,3.1,98.37,2,4,2.2,night,0,0,0,FEMALE,FEMALE,REJECT
REQ_04641,16.6,2.7,11.72,2,4,1.4,afternoon,0,1,0,OTHER,OTHER,ACCEPT
REQ_04642,92.3,10.8,32.86,1,4,1.5,night,0,0,1,FEMALE,FEMALE,REJECT
REQ_04643,155.9,8.6,115.78,4,4,4.1,afternoon,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04644,59.3,4.2,19.14,1,4,4.3,afternoon,1,0,0,OTHER,FEMALE,REJECT
REQ_04645,154.7,8.2,150.0,4,4,3.9,afternoon,0,1,0,OTHER,OTHER,ACCEPT
REQ_04646,17.8,3.9,5.49,1,4,1.1,night,1,0,0,FEMALE,FEMALE,REJECT
REQ_04647,186.3,3.3,150.0,3,4,3.1,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_04648,60.2,1.4,30.49,3,4,3.2,afternoon,0,0,0,MALE,FEMALE,ACCEPT
REQ_04649,95.4,7.3,75.97,3,4,2.1,night,0,1,0,FEMALE,MALE,ACCEPT
REQ_04650,120.4,2.1,32.78,1,4,2.8,night,1,0,0,OTHER,MALE,REJECT
REQ_04651,77.3,0.4,79.1,3,4,2.8,afternoon,1,1,0,OTHER,MALE,ACCEPT
REQ_04652,177.0,2.9,150.0,4,4,1.7,night,0,1,0,MALE,FEMALE,REJECT
REQ_04653,235.0,6.6,150.0,4,4,1.6,night,0,0,0,OTHER,OTHER,ACCEPT
REQ_04654,103.3,10.4,150.0,4,4,3.3,night,0,0,0,OTHER,MALE,ACCEPT
REQ_04655,102.1,2.4,150.0,4,4,2.7,evening,0,1,1,MALE,OTHER,ACCEPT
REQ_04656,145.1,11.3,133.49,3,4,2.4,morning,1,0,0,MALE,FEMALE,ACCEPT
REQ_04657,54.0,9.5,75.8,4,4,4.2,evening,1,1,0,MALE,FEMALE,ACCEPT
REQ_04658,14.5,9.1,12.2,4,4,4.5,night,1,0,0,MALE,MALE,ACCEPT
REQ_04659,55.3,11.9,116.82,4,4,3.4,evening,0,0,1,FEMALE,OTHER,REJECT
REQ_04660,316.6,10.4,150.0,3,4,4.2,morning,1,0,0,OTHER,OTHER,ACCEPT
REQ_04661,140.6,1.9,22.32,1,4,4.2,evening,0,1,0,MALE,OTHER,REJECT
REQ_04662,71.9,0.4,20.47,1,4,3.0,evening,0,0,0,OTHER,OTHER,REJECT
REQ_04663,13.5,2.1,16.84,3,4,2.6,night,1,1,0,OTHER,FEMALE,ACCEPT
REQ_04664,73.1,11.3,56.4,2,4,4.4,morning,1,0,0,FEMALE,FEMALE,REJECT
REQ_04665,99.3,1.6,52.9,3,4,4.0,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_04666,444.5,4.7,150.0,3,4,1.9,evening,0,1,0,MALE,MALE,REJECT
REQ_04667,122.3,9.4,149.72,3,4,2.6,night,0,0,1,FEMALE,FEMALE,REJECT
REQ_04668,12.5,4.8,4.23,1,4,4.9,evening,0,0,0,MALE,OTHER,REJECT
REQ_04669,141.6,4.8,29.7,1,4,3.9,evening,0,0,1,FEMALE,OTHER,REJECT
REQ_04670,184.5,1.9,150.0,4,4,4.2,afternoon,1,0,0,FEMALE,OTHER,ACCEPT
REQ_04671,100.6,9.7,37.06,1,4,4.6,night,0,0,0,OTHER,OTHER,REJECT
REQ_04672,96.9,3.8,78.91,3,4,1.4,afternoon,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04673,94.1,4.4,146.14,4,4,3.3,afternoon,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04674,65.8,4.3,121.94,4,4,4.4,morning,1,1,0,OTHER,MALE,ACCEPT
REQ_04675,97.5,10.8,130.86,4,4,2.6,evening,0,0,0,OTHER,FEMALE,ACCEPT
REQ_04676,93.0,5.1,95.41,4,4,4.9,morning,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_04677,77.6,7.0,53.82,4,4,4.3,evening,1,0,0,MALE,FEMALE,ACCEPT
REQ_04678,44.8,1.5,59.49,4,4,4.1,afternoon,0,0,0,FEMALE,MALE,REJECT
REQ_04679,102.0,11.8,64.3,2,4,1.3,afternoon,0,1,0,FEMALE,MALE,ACCEPT
REQ_04680,114.1,7.1,36.38,1,4,2.8,afternoon,0,1,0,OTHER,OTHER,REJECT
REQ_04681,106.7,7.1,146.32,3,4,4.8,night,0,1,0,OTHER,MALE,ACCEPT
REQ_04682,139.7,3.7,150.0,4,4,2.7,evening,0,0,0,MALE,MALE,ACCEPT
REQ_04683,203.9,10.9,95.87,1,4,3.1,morning,1,0,0,OTHER,FEMALE,REJECT
REQ_04684,137.7,1.8,56.28,1,4,4.6,morning,0,0,0,OTHER,OTHER,ACCEPT
REQ_04685,50.5,1.9,15.22,1,4,1.0,morning,0,0,0,FEMALE,MALE,REJECT
REQ_04686,98.7,11.1,15.89,1,4,3.6,night,1,0,0,OTHER,FEMALE,REJECT
REQ_04687,115.7,6.8,118.52,4,4,1.9,night,1,1,0,MALE,MALE,ACCEPT
REQ_04688,13.4,10.6,14.81,3,4,2.7,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_04689,484.4,5.1,150.0,2,4,2.5,afternoon,0,1,0,MALE,OTHER,ACCEPT
REQ_04690,58.2,0.5,64.65,3,4,2.0,morning,0,0,0,OTHER,OTHER,REJECT
REQ_04691,12.2,8.4,7.62,4,4,2.8,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_04692,107.6,3.8,105.26,2,4,2.5,evening,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_04693,115.1,1.3,88.61,2,4,4.8,afternoon,0,1,0,MALE,OTHER,ACCEPT
REQ_04694,65.3,2.6,27.27,1,4,1.6,night,0,0,0,OTHER,FEMALE,REJECT
REQ_04695,84.0,1.2,24.08,1,4,1.1,afternoon,0,0,0,MALE,OTHER,REJECT
REQ_04696,117.3,5.8,69.5,2,4,4.8,morning,0,1,0,MALE,MALE,ACCEPT
REQ_04697,10.4,3.0,2.21,1,4,2.1,night,0,0,0,MALE,MALE,REJECT
REQ_04698,76.4,8.5,51.5,3,4,3.5,morning,1,0,0,OTHER,OTHER,ACCEPT
REQ_04699,135.0,10.5,89.39,3,4,3.3,evening,1,0,0,MALE,FEMALE,ACCEPT
REQ_04700,161.0,6.0,150.0,4,4,1.7,evening,0,0,0,OTHER,OTHER,ACCEPT
REQ_04701,131.4,2.9,23.76,1,4,4.1,morning,0,1,0,OTHER,MALE,REJECT
REQ_04702,12.7,6.8,6.79,1,4,2.4,night,0,1,0,MALE,MALE,REJECT
REQ_04703,85.9,2.0,61.67,3,4,1.2,afternoon,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_04704,92.9,4.0,36.28,1,4,3.3,night,0,0,0,OTHER,OTHER,REJECT
REQ_04705,97.2,7.0,41.89,1,4,1.2,morning,0,1,0,MALE,FEMALE,REJECT
REQ_04706,64.7,4.8,55.97,4,4,1.2,afternoon,0,1,0,FEMALE,MALE,ACCEPT
REQ_04707,15.2,0.5,12.31,2,4,3.8,afternoon,1,0,0,MALE,FEMALE,ACCEPT
REQ_04708,20.3,10.0,30.6,3,4,1.3,morning,0,0,0,MALE,OTHER,ACCEPT
REQ_04709,410.7,9.9,150.0,1,4,3.1,afternoon,0,1,0,FEMALE,MALE,ACCEPT
REQ_04710,61.2,1.9,64.31,2,4,1.1,night,0,0,1,OTHER,MALE,REJECT
REQ_04711,73.8,5.3,30.95,2,4,4.1,night,0,0,0,FEMALE,OTHER,ACCEPT
REQ_04712,162.3,1.1,121.78,3,4,3.6,evening,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04713,78.6,1.7,70.55,3,4,1.2,evening,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_04714,17.7,9.6,2.66,1,4,1.4,morning,0,0,0,MALE,FEMALE,REJECT
REQ_04715,68.2,4.1,28.62,1,4,2.7,evening,0,0,0,OTHER,OTHER,REJECT
REQ_04716,12.3,5.5,11.15,2,4,4.8,evening,1,0,0,FEMALE,MALE,ACCEPT
REQ_04717,73.5,5.4,76.18,2,4,1.0,evening,1,1,0,OTHER,MALE,REJECT
REQ_04718,47.3,11.7,80.78,4,4,2.7,evening,0,1,0,MALE,MALE,REJECT
REQ_04719,84.4,8.2,88.2,4,4,2.1,evening,0,0,1,MALE,OTHER,ACCEPT
REQ_04720,85.6,10.0,58.47,2,4,1.1,afternoon,0,0,0,MALE,OTHER,ACCEPT
REQ_04721,14.2,10.4,7.45,3,4,3.4,afternoon,0,1,0,FEMALE,MALE,REJECT
REQ_04722,196.1,10.0,150.0,4,4,2.4,afternoon,0,1,0,FEMALE,MALE,ACCEPT
REQ_04723,218.1,11.6,150.0,3,4,1.3,evening,0,0,0,MALE,MALE,ACCEPT
REQ_04724,113.9,3.4,79.39,2,4,2.7,afternoon,1,0,0,FEMALE,MALE,ACCEPT
REQ_04725,361.3,6.1,150.0,4,4,4.4,night,0,0,0,OTHER,FEMALE,ACCEPT
REQ_04726,47.1,10.2,92.98,4,4,4.2,night,0,1,0,OTHER,MALE,ACCEPT
REQ_04727,105.0,2.7,150.0,3,4,2.1,night,0,0,0,FEMALE,OTHER,ACCEPT
REQ_04728,110.8,7.3,133.07,3,4,1.0,afternoon,0,1,0,OTHER,MALE,ACCEPT
REQ_04729,226.6,8.1,150.0,4,4,1.1,afternoon,1,1,0,MALE,OTHER,ACCEPT
REQ_04730,14.2,7.6,18.89,3,4,1.5,night,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04731,45.5,1.6,14.82,2,4,4.8,night,0,0,0,OTHER,FEMALE,REJECT
REQ_04732,87.3,6.3,51.96,3,4,1.9,morning,0,0,0,FEMALE,MALE,REJECT
REQ_04733,134.5,10.0,69.2,1,4,4.4,night,1,1,0,FEMALE,FEMALE,REJECT
REQ_04734,484.5,10.0,150.0,1,4,3.5,afternoon,1,1,0,MALE,FEMALE,REJECT
REQ_04735,55.1,6.8,8.65,1,4,1.3,afternoon,1,0,1,MALE,FEMALE,REJECT
REQ_04736,10.0,5.7,13.34,4,4,3.4,morning,0,0,0,MALE,MALE,REJECT
REQ_04737,118.7,5.0,140.37,3,4,3.0,evening,1,0,0,FEMALE,FEMALE,ACCEPT
REQ_04738,474.6,10.2,150.0,2,4,2.8,afternoon,1,1,0,MALE,FEMALE,REJECT
REQ_04739,143.1,12.0,135.37,2,4,3.5,evening,1,0,1,MALE,MALE,ACCEPT
REQ_04740,141.9,9.1,51.67,1,4,3.0,morning,1,1,1,OTHER,OTHER,REJECT
REQ_04741,62.9,4.8,61.46,4,4,4.1,night,0,0,0,OTHER,FEMALE,ACCEPT
REQ_04742,376.1,5.6,150.0,3,4,4.0,morning,1,0,0,FEMALE,FEMALE,ACCEPT
REQ_04743,171.6,10.6,150.0,3,4,2.2,night,0,0,1,OTHER,FEMALE,REJECT
REQ_04744,12.4,11.0,2.34,1,4,1.4,afternoon,0,0,0,MALE,FEMALE,REJECT
REQ_04745,94.4,11.0,35.01,1,4,2.7,morning,0,0,0,FEMALE,FEMALE,REJECT
REQ_04746,81.8,3.5,126.53,3,4,2.5,night,0,0,0,FEMALE,FEMALE,REJECT
REQ_04747,179.7,0.5,28.8,1,4,1.4,evening,1,0,0,MALE,OTHER,REJECT
REQ_04748,168.5,3.5,40.27,1,4,3.4,morning,1,1,0,MALE,MALE,REJECT
REQ_04749,15.1,1.9,3.71,1,4,3.7,evening,0,0,0,FEMALE,MALE,REJECT
REQ_04750,326.3,8.5,150.0,2,4,2.8,evening,0,0,0,MALE,OTHER,ACCEPT
REQ_04751,146.3,9.0,150.0,3,4,3.5,afternoon,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_04752,118.1,11.6,128.47,2,4,1.9,night,0,1,0,MALE,FEMALE,ACCEPT
REQ_04753,110.3,8.8,150.0,4,4,2.5,evening,0,0,0,OTHER,MALE,ACCEPT
REQ_04754,114.7,4.8,122.16,2,4,1.4,afternoon,0,1,0,OTHER,MALE,REJECT
REQ_04755,12.2,10.5,10.1,2,4,4.6,evening,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04756,114.7,3.1,56.66,1,4,2.4,evening,0,0,0,OTHER,OTHER,ACCEPT
REQ_04757,106.8,1.4,89.84,2,4,3.5,evening,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_04758,47.9,11.1,23.6,3,4,1.9,morning,1,1,0,FEMALE,OTHER,REJECT
REQ_04759,44.6,4.3,7.06,1,4,3.3,evening,0,0,0,FEMALE,OTHER,REJECT
REQ_04760,64.1,2.6,31.4,1,4,4.9,night,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_04761,122.7,7.8,57.58,2,4,5.0,night,0,0,0,OTHER,OTHER,REJECT
REQ_04762,99.6,0.8,43.89,1,4,1.8,morning,0,0,0,FEMALE,FEMALE,REJECT
REQ_04763,81.0,0.7,138.19,4,4,4.4,night,0,0,0,OTHER,MALE,ACCEPT
REQ_04764,87.5,8.4,113.2,4,4,4.8,night,0,0,0,MALE,MALE,ACCEPT
REQ_04765,62.0,10.8,15.98,1,4,4.4,afternoon,0,0,0,MALE,MALE,REJECT
REQ_04766,407.4,3.0,150.0,4,4,2.3,evening,0,1,0,MALE,OTHER,REJECT
REQ_04767,98.0,0.4,48.25,3,4,4.5,afternoon,0,0,0,FEMALE,MALE,ACCEPT
REQ_04768,407.1,0.4,150.0,2,4,3.0,night,0,0,0,MALE,MALE,REJECT
REQ_04769,85.1,0.9,15.89,1,4,4.7,morning,0,0,0,OTHER,FEMALE,ACCEPT
REQ_04770,111.2,3.9,69.54,4,4,1.4,night,0,0,0,OTHER,OTHER,ACCEPT
REQ_04771,150.1,7.8,150.0,4,4,2.0,evening,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04772,14.1,3.4,6.46,3,4,4.7,afternoon,0,0,0,FEMALE,OTHER,REJECT
REQ_04773,65.2,4.5,72.11,3,4,4.4,night,1,1,0,FEMALE,MALE,ACCEPT
REQ_04774,86.5,9.2,25.97,1,4,2.8,morning,1,1,0,MALE,MALE,REJECT
REQ_04775,131.6,1.9,138.38,3,4,3.0,night,0,1,0,MALE,OTHER,ACCEPT
REQ_04776,11.9,2.4,19.69,4,4,2.0,evening,0,0,0,OTHER,OTHER,REJECT
REQ_04777,10.2,6.9,4.63,1,4,4.9,afternoon,0,1,1,FEMALE,OTHER,REJECT
REQ_04778,15.8,10.8,4.32,1,4,4.5,afternoon,0,1,0,MALE,FEMALE,REJECT
REQ_04779,204.1,4.3,150.0,4,4,2.9,afternoon,0,1,0,OTHER,OTHER,REJECT
REQ_04780,216.3,10.1,150.0,3,4,2.1,afternoon,0,1,0,OTHER,MALE,REJECT
REQ_04781,74.9,9.7,42.57,3,4,1.5,night,1,1,0,FEMALE,OTHER,ACCEPT
REQ_04782,76.6,2.2,17.48,1,4,1.3,morning,0,0,0,OTHER,OTHER,REJECT
REQ_04783,174.1,5.1,49.0,1,4,3.6,afternoon,1,1,0,MALE,MALE,REJECT
REQ_04784,141.4,7.0,150.0,3,4,1.4,evening,0,1,0,OTHER,OTHER,ACCEPT
REQ_04785,53.1,10.0,35.4,3,4,1.3,night,1,0,1,MALE,FEMALE,ACCEPT
REQ_04786,11.7,3.5,8.52,3,4,4.0,evening,0,0,0,MALE,FEMALE,ACCEPT
REQ_04787,9.9,4.3,9.45,3,4,3.3,night,0,0,0,FEMALE,OTHER,REJECT
REQ_04788,11.2,8.2,5.67,1,4,2.7,night,1,0,0,MALE,MALE,REJECT
REQ_04789,73.7,6.0,77.9,2,4,2.3,afternoon,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04790,112.2,1.3,54.25,3,4,4.4,evening,0,1,0,FEMALE,FEMALE,ACCEPT
REQ_04791,503.5,9.8,97.08,1,4,2.6,evening,0,1,0,FEMALE,OTHER,REJECT
REQ_04792,22.9,7.5,14.55,4,4,4.5,evening,0,0,0,MALE,OTHER,REJECT
REQ_04793,11.8,9.0,6.26,3,4,4.4,night,0,0,0,MALE,FEMALE,REJECT
REQ_04794,54.4,8.2,48.12,4,4,2.7,night,0,0,0,MALE,OTHER,ACCEPT
REQ_04795,119.7,10.0,43.9,2,4,4.7,evening,0,1,1,FEMALE,FEMALE,ACCEPT
REQ_04796,14.4,9.5,21.13,3,4,4.1,morning,1,0,0,FEMALE,OTHER,REJECT
REQ_04797,69.7,3.5,28.82,1,4,2.5,evening,1,1,0,FEMALE,FEMALE,REJECT
REQ_04798,66.9,3.7,56.8,2,4,4.9,afternoon,1,0,0,OTHER,FEMALE,ACCEPT
REQ_04799,111.5,8.2,112.26,3,4,4.3,night,1,1,0,OTHER,OTHER,ACCEPT
REQ_04800,56.0,3.7,25.43,1,4,1.9,afternoon,1,1,0,MALE,MALE,REJECT
REQ_04801,73.2,11.5,27.78,1,4,2.1,afternoon,0,0,0,FEMALE,MALE,REJECT
REQ_04802,169.7,5.2,108.72,2,4,1.8,afternoon,0,0,0,OTHER,FEMALE,ACCEPT
REQ_04803,13.1,6.7,13.17,3,4,2.7,afternoon,1,0,0,MALE,MALE,REJECT
REQ_04804,164.1,4.6,150.0,4,4,4.1,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_04805,104.3,11.4,68.18,2,4,1.5,morning,0,0,0,FEMALE,OTHER,REJECT
REQ_04806,64.7,8.4,83.23,4,4,4.7,afternoon,0,1,0,MALE,OTHER,ACCEPT
REQ_04807,392.3,7.5,150.0,1,4,3.9,morning,1,0,0,MALE,OTHER,REJECT
REQ_04808,239.1,7.1,150.0,4,4,2.3,morning,0,0,0,MALE,MALE,ACCEPT
REQ_04809,104.3,3.4,106.0,2,4,1.4,morning,1,0,0,MALE,MALE,REJECT
REQ_04810,10.6,3.4,3.7,1,4,2.1,morning,0,0,0,OTHER,OTHER,REJECT
REQ_04811,13.3,8.4,4.87,1,4,2.2,morning,1,1,1,FEMALE,MALE,REJECT
REQ_04812,461.0,11.2,150.0,3,4,2.4,evening,1,0,0,FEMALE,OTHER,REJECT
REQ_04813,95.9,4.6,24.29,1,4,3.6,night,0,0,0,FEMALE,FEMALE,REJECT
REQ_04814,175.2,9.6,150.0,4,4,1.4,evening,1,1,0,FEMALE,FEMALE,REJECT
REQ_04815,100.1,3.7,125.28,4,4,4.9,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_04816,145.3,0.6,79.42,1,4,3.8,night,0,0,0,OTHER,FEMALE,REJECT
REQ_04817,54.6,5.1,95.69,4,4,3.6,night,1,1,0,FEMALE,OTHER,ACCEPT
REQ_04818,129.7,6.9,85.04,4,4,1.3,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_04819,49.7,2.4,31.2,3,4,2.6,evening,1,1,0,OTHER,OTHER,ACCEPT
REQ_04820,120.8,8.6,85.68,4,4,3.7,afternoon,0,0,0,MALE,FEMALE,ACCEPT
REQ_04821,99.6,5.4,33.89,1,4,3.9,evening,1,1,0,FEMALE,FEMALE,REJECT
REQ_04822,288.0,8.3,92.1,2,4,1.4,evening,0,0,1,MALE,MALE,REJECT
REQ_04823,309.3,11.6,150.0,4,4,3.1,evening,0,0,1,MALE,MALE,REJECT
REQ_04824,152.7,10.3,62.14,2,4,3.7,evening,1,0,0,FEMALE,OTHER,REJECT
REQ_04825,140.2,9.6,60.61,1,4,4.6,night,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04826,181.1,3.4,150.0,3,4,1.3,evening,0,0,0,OTHER,FEMALE,REJECT
REQ_04827,71.0,0.8,56.49,2,4,3.8,afternoon,0,0,0,OTHER,OTHER,ACCEPT
REQ_04828,150.5,5.7,150.0,4,4,4.9,evening,0,0,0,FEMALE,FEMALE,ACCEPT
REQ_04829,90.4,4.9,68.43,3,4,5.0,morning,1,1,0,MALE,FEMALE,ACCEPT
REQ_04830,76.9,8.3,63.71,3,4,3.1,afternoon,1,0,1,FEMALE,OTHER,ACCEPT
REQ_04831,130.7,6.2,48.16,2,4,3.4,night,0,0,0,MALE,FEMALE,REJECT
REQ_04832,9.7,2.7,6.59,4,4,1.1,morning,1,0,0,FEMALE,MALE,ACCEPT
REQ_04833,144.6,8.0,127.28,2,4,1.1,evening,1,0,0,FEMALE,FEMALE,ACCEPT
REQ_04834,113.1,8.8,48.55,1,4,4.2,evening,0,1,0,MALE,MALE,ACCEPT
REQ_04835,81.5,4.5,68.23,3,4,2.6,afternoon,0,1,0,MALE,FEMALE,ACCEPT
REQ_04836,73.1,1.7,15.38,1,4,3.7,morning,0,0,0,OTHER,MALE,REJECT
REQ_04837,61.6,1.1,32.94,3,4,1.6,evening,0,0,0,FEMALE,OTHER,ACCEPT
REQ_04838,249.6,10.4,55.19,1,4,3.0,morning,1,0,0,FEMALE,OTHER,REJECT
REQ_04839,129.6,0.5,38.23,1,4,4.5,evening,1,0,0,FEMALE,MALE,REJECT
REQ_04840,115.1,5.7,25.77,1,4,4.6,afternoon,0,1,0,MALE,OTHER,REJECT
REQ_04841,106.7,4.7,77.38,4,4,4.9,afternoon,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04842,65.0,3.3,74.69,4,4,1.5,morning,1,0,0,MALE,OTHER,REJECT
REQ_04843,57.1,3.6,44.22,4,4,2.2,evening,1,1,0,MALE,FEMALE,ACCEPT
REQ_04844,105.1,3.1,88.17,2,4,3.0,night,0,1,0,FEMALE,MALE,ACCEPT
REQ_04845,11.5,6.6,17.7,3,4,4.9,evening,1,0,0,OTHER,OTHER,ACCEPT
REQ_04846,68.5,10.7,79.85,3,4,3.8,night,0,0,1,MALE,MALE,ACCEPT
REQ_04847,66.7,11.5,103.85,3,4,1.4,night,0,1,0,FEMALE,MALE,REJECT
REQ_04848,72.1,2.4,52.43,4,4,1.5,afternoon,1,0,0,FEMALE,MALE,ACCEPT
REQ_04849,387.3,4.5,150.0,2,4,4.3,afternoon,0,1,0,MALE,OTHER,REJECT
REQ_04850,80.8,1.7,90.2,3,4,1.2,night,0,0,0,MALE,FEMALE,ACCEPT
REQ_04851,127.9,11.0,150.0,4,4,3.5,evening,0,1,0,OTHER,MALE,ACCEPT
REQ_04852,68.5,1.8,49.15,3,4,3.4,morning,0,0,0,OTHER,MALE,ACCEPT
REQ_04853,100.4,4.9,53.87,2,4,1.5,night,1,0,0,MALE,OTHER,REJECT
REQ_04854,75.1,8.0,111.29,3,4,4.2,evening,0,0,0,OTHER,OTHER,ACCEPT
REQ_04855,184.5,11.1,144.34,4,4,4.7,night,0,1,0,OTHER,FEMALE,ACCEPT
REQ_04856,126.8,3.7,150.0,3,4,1.3,afternoon,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04857,140.3,10.0,98.49,2,4,1.5,night,0,0,0,OTHER,MALE,ACCEPT
REQ_04858,106.3,9.3,148.08,3,4,3.7,night,0,1,0,MALE,MALE,ACCEPT
REQ_04859,150.0,6.3,105.84,2,4,3.6,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_04860,83.7,11.2,67.86,2,4,4.0,evening,1,1,0,FEMALE,FEMALE,ACCEPT
REQ_04861,87.9,11.5,29.34,2,4,2.2,night,0,0,0,FEMALE,MALE,REJECT
REQ_04862,132.7,8.0,138.45,2,4,1.0,evening,1,0,0,OTHER,MALE,REJECT
REQ_04863,90.5,9.4,150.0,4,4,3.5,evening,1,0,0,OTHER,FEMALE,ACCEPT
REQ_04864,105.6,4.5,150.0,4,4,3.5,afternoon,1,0,0,OTHER,OTHER,ACCEPT
REQ_04865,10.4,2.3,7.78,2,4,2.1,night,0,1,0,OTHER,OTHER,ACCEPT
REQ_04866,147.8,1.9,73.51,1,4,4.4,evening,0,0,0,FEMALE,MALE,ACCEPT
REQ_04867,161.2,8.0,150.0,4,4,2.8,night,1,0,0,OTHER,MALE,ACCEPT
REQ_04868,343.4,0.9,77.46,1,4,4.2,night,1,0,0,FEMALE,FEMALE,REJECT
REQ_04869,95.4,1.7,150.0,4,4,4.2,afternoon,1,1,0,FEMALE,FEMALE,ACCEPT
REQ_04870,84.5,0.9,16.98,1,4,3.8,afternoon,0,1,0,FEMALE,OTHER,REJECT
REQ_04871,135.7,8.3,127.27,3,4,3.5,evening,0,1,0,MALE,OTHER,ACCEPT
REQ_04872,135.6,6.3,150.0,4,4,1.0,night,0,0,0,FEMALE,MALE,ACCEPT
REQ_04873,47.5,6.9,39.77,2,4,3.4,night,1,1,0,MALE,OTHER,REJECT
REQ_04874,67.7,0.5,28.9,1,4,4.2,night,1,1,0,FEMALE,MALE,REJECT
REQ_04875,285.1,8.3,150.0,2,4,2.3,evening,0,1,0,FEMALE,OTHER,ACCEPT
REQ_04876,16.7,11.4,16.96,2,4,4.9,morning,1,0,0,MALE,OTHER,ACCEPT
REQ_04877,287.1,9.3,150.0,3,4,2.3,morning,0,1,0,MALE,FEMALE,REJECT
